id,group_id,cat_id,producer_id,name,alias,language,description,intro_desc,price,special_price,tax_rate_id,available,metatitle,metakey,metadesc,published,ordering,featured,hits,params,checked_out,checked_out_time,created,created_by,publish_up,publish_down,category_name,producer_name,author
245,,46,,SPH-044,en-sph-044,,,,0.00,0.00,,1,,,,1,3,,,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-15 05:39:58",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","GEAR HANGHER",,
243,,46,,SPH-084,en-sph-084,,,,0.00,0.00,,1,,,,1,2,,1,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-15 05:38:31",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","GEAR HANGHER",,
179,,46,,SPH-100,en-sph-100,,,,0.00,0.00,,1,,,,1,1,,1,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-11 05:22:58",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","GEAR HANGHER",,
171,,44,,SPT-003,en-st-003,,,,0.00,0.00,,1,,,,1,5,,2,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-09 05:56:24",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","BAR TAPE",,
169,,44,,SPT-005,en-spt-005,,,,0.00,0.00,,1,,,,1,4,,,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-09 05:50:35",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","BAR TAPE",,
159,,44,,SPT-006,en-spt-006,,,,0.00,0.00,,1,,,,1,1,,1,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-09 04:05:37",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","BAR TAPE",,
167,,44,,SPT-007,en-spt-007,,,,0.00,0.00,,1,,,,1,3,,,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-09 05:48:18",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","BAR TAPE",,
165,,44,,SPT-008,en-spt-008,,,,0.00,0.00,,1,,,,1,2,,,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-09 05:46:08",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","BAR TAPE",,
95,,27,,"WEAVE SERIES",en-weave-series,,"<p>SAPIENCE HIGH QUALITY OUTER CABLE-WEAVE SERIES </p>
<p>SILICONE OIL INJECTION </p>
<p> </p>
<p>*SAPIENCE BRAKE OUTER CABLE: 5mm. </p>
<p>*SAPIENCE DERAILLEUR OUTER CABLE: 4.5mm. </p>
<p> </p>
<p>EXCELLENT QUALITY WITH COLORFUL OPTION. </p>
<p>EN STANDARD. </p>
<p> </p>
<p>AM PACKING:50M/BOX OR 30M/BOX </p>
<p> </p>
<p>OEM PACKING:500M/ROLL</p>",,0.00,0.00,,1,,,,1,4,,,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-04-24 08:21:28",584,"0000-00-00 00:00:00","0000-00-00 00:00:00","OUTER & INNER CABLE",,
163,,37,,YBAG-106,en-ybag-106,,,,0.00,0.00,,1,,,,1,4,,1,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-09 05:20:18",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",BAG,,
161,,37,,YBAG-110,en-ybag-110,,,,0.00,0.00,,1,,,,1,3,,1,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-09 05:16:44",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",BAG,,
137,,37,,YBAG-111,en-ybag-111,,,,0.00,0.00,,1,,,,1,2,,7,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-08 09:10:34",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",BAG,,
241,,37,,YBAG-115,en-ybag-115,,,,0.00,0.00,,1,,,,1,6,,,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-13 04:04:28",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",BAG,,
149,,37,,YBAG-402,en-ybag-402,,,,0.00,0.00,,1,,,,1,1,,3,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-09 03:00:48",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",BAG,,
326,,48,,YBC-304,en-ybc-304,,,,0.00,0.00,,1,,,,1,5,,,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-29 06:09:10",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","BOTTLE & CAGE",,
328,,48,,YBC-306,en-ybc-306,,,,0.00,0.00,,1,,,,1,6,,,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-29 06:10:54",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","BOTTLE & CAGE",,
330,,48,,YBC-307,en-ybc-307,,,,0.00,0.00,,1,,,,1,7,,,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-29 06:13:16",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","BOTTLE & CAGE",,
324,,48,,YBC-503,en-ybc-503,,,,0.00,0.00,,1,,,,1,4,,,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-29 06:05:55",586,"0000-00-00 00:00:00","0000-00-00 00:00:00","BOTTLE & CAGE",,
86,,24,,YLHP-10,en-ylhp-10,,"<p>SAPIENCE ALLOY SEMI-INTEGRATED HEAD SET. </p>
<p>SEALED BEARING. </p>
<p>THREDLESS. </p>
<p>SIZE:Ø 28.6mm X 44mm X 56mm X 39.8mm </p>
<p>SAPIENCE AM PACKING. </p>
<p> </p>
<p>COLOR OPTION:BLACK/GOLD/RED/BLUE/GREEN</p>",,0.00,0.00,,1,,,,1,1,,11,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-04-24 08:21:28",584,"0000-00-00 00:00:00","0000-00-00 00:00:00",HEADSET,,
87,,24,,YLHP-11,en-ylhp-11,,"<p>SAPIENCE ALLOY INTEGRATED HEAD SET. </p>
<p>SEALED BEARING. </p>
<p>THREDLESS. </p>
<p>SIZE:Ø 28.6mm X 41.8mm X 52mm X 39.8mm </p>
<p>SAPIENCE AM PACKING. </p>
<p> </p>
<p>COLOR OPTION:BLACK/GOLD/RED/BLUE/GREEN</p>",,0.00,0.00,,1,,,,1,2,,10,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-04-24 08:21:28",584,"0000-00-00 00:00:00","0000-00-00 00:00:00",HEADSET,,
125,,24,,YLHP-12,en-ylhp-12,,,,0.00,0.00,,1,,,,1,3,,1,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-08 06:44:24",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",HEADSET,,
88,,25,,YP-101,en-yp-101,,"<p>SAPIENCE ALLOY PEDAL. </p>
<p>CR-MO AXLE:9/16” </p>
<p>W/BALL. </p>
<p>W/CATEYE REFLECTER. </p>
<p>SAPIENCE AM PACKING.</p>",,0.00,0.00,,1,,,,1,1,,3,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-04-24 08:21:28",584,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
89,,25,,YP-102,en-yp-102,,"<p>Sapience Alloy CNC Pedal.</p>
<p>CR-MO AXLE.</p>
<p>2 SEAL BEARING.</p>
<p>Weight: 269g.</p>
<p>Size: 83mmX73mm</p>
<p>Color: <span style=""line-height: 1.3em;"">BLACK/RED/BLUE/GOLD/GREY.</span></p>
<p>SUGGEST:  MTB / City / Race</p>",,0.00,0.00,,1,,,,1,2,,4,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-04-24 08:21:28",584,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
90,,25,,YP-103,en-yp-103,,"<p>ALLOY CNC PEDAL.</p>",,0.00,0.00,,1,,,,1,3,,2,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-04-24 08:21:28",584,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
91,,25,,YP-104,en-yp-104,,"<p>SAPIENCE ALLOY CNC PEDAL. </p>
<p>CR-MO AXLE. </p>
<p>2 SEAL BEARING. </p>
<p>247g. </p>
<p>SIZE:75mmX63mm </p>
<p>SUGGEST: MTB /RACE/ MINI VELO </p>
<p>SAPIENCE AM PACKING. </p>
<p>COLOR OPTION:BLACK/WHITE/GREY/GOLD/TI/RED</p>",,0.00,0.00,,1,,,,1,4,,8,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-04-24 08:21:28",584,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
107,,25,,YP-105,en-yp-105,,"<p>Sapience Alloy CNC Pedal.</p>
<p>CR-MO AXLE.</p>
<p>2 SEAL BEARING.</p>
<p>Weight: 278g.</p>
<p>Size: 83mmX74mm</p>
<p>Color:BLACK / RED.</p>
<p>SUGGEST:MTB / CITY</p>",,0.00,0.00,,1,,,,1,5,,6,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-05 12:31:37",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
177,,25,,YP-108,en-yp-108,,"<p>Sapience Alloy CNC Pedal.</p>
<p>CR-MO AXLE.</p>
<p>2 SEAL BEARING.</p>
<p>Weight: 477g.</p>
<p>Size: 98mmX107mm</p>
<p>Color: Black.</p>
<p>SUGGEST:  BMX /DOWN HILL/MTB</p>",,0.00,0.00,,1,,,,1,12,,1,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-11 05:17:30",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
131,,25,,YP-109,en-yp-109,,"<p>Sapience Alloy CNC Pedal.</p>
<p>CR-MO AXLE.</p>
<p>2 SEAL BEARING.</p>
<p>Weight: 366g.</p>
<p>Size: 95mmX90mm</p>
<p>Color: Black.</p>
<p>SUGGEST:  MTB / City</p>",,0.00,0.00,,1,,,,1,8,,3,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-08 08:31:43",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
133,,25,,YP-110,en-yp-110,,"<p>Sapience Alloy CNC Pedal.</p>
<p>CR-MO AXLE.</p>
<p>2 SEAL BEARING.</p>
<p>Weight: 389g.</p>
<p>Size: 94mmX92mm</p>
<p>Color: Black.</p>
<p>SUGGEST:  MTB / City</p>",,0.00,0.00,,1,,,,1,9,,1,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-08 08:33:27",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
135,,25,,YP-111,en-yp-111,,"<p>Sapience Alloy CNC Pedal.</p>
<p>CR-MO AXLE.</p>
<p>2 SEAL BEARING.</p>
<p>Weight: 346g.</p>
<p>Size: 94mmX91mm</p>
<p>Color: Black.</p>
<p>SUGGEST:  MTB / City</p>",,0.00,0.00,,1,,,,1,10,,5,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-08 08:35:02",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
127,,25,,YP-113,en-y-113,,"<p>Sapience Alloy CNC Pedal.</p>
<p>CR-MO AXLE.</p>
<p>2 SEAL BEARING.</p>
<p>Weight: 340g.</p>
<p>Size: 94mmX95mm</p>
<p>Color: Black / Red / Blue / Gold</p>
<p>SUGGEST:  MTB / City</p>",,0.00,0.00,,1,,,,1,7,,6,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-08 06:48:46",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
111,,25,,YP-114,en-yp-114,,"<p>Sapience Alloy CNC Pedal.</p>
<p>CR-MO AXLE.</p>
<p>2 SEAL BEARING.</p>
<p>Weight: 334g.</p>
<p>Size: 94mmX95mm</p>
<p>Color: Black / Red / Blue / Gold</p>
<p>SUGGEST:  MTB / City</p>",,0.00,0.00,,1,,,,1,6,,6,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",586,"2015-07-01 14:22:04","2015-06-06 03:12:31",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,sapience
237,,25,,YP-115,en-yp-115,,"<p>Sapience Alloy CNC Pedal.</p>
<p>CR-MO AXLE.</p>
<p>2 SEAL BEARING.</p>
<p>Weight: 380g.</p>
<p>Size: 98mmX105mm</p>
<p>Color: Black / Blue / Red / Gold</p>
<p>SUGGEST:  MTB / City</p>",,0.00,0.00,,1,,,,1,14,,12,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",586,"2015-07-01 14:22:38","2015-06-13 03:26:58",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,sapience
239,,25,,YP-116,en-yp-116,,,,0.00,0.00,,1,,,,1,16,,7,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",586,"2015-06-13 03:31:31","2015-06-13 03:29:47",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,sapience
235,,25,,YP-800,en-yp-800,,,,0.00,0.00,,1,,,,1,13,,1,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-13 03:23:41",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
139,,25,,YP-879,en-yp-879,,,,0.00,0.00,,1,,,,1,11,,2,"{""show_contact_form"":"""",""comments"":"""",""price_restrict"":"""",""show_image_item"":"""",""show_category_name_item"":"""",""show_producer_name_item"":"""",""show_price_item"":"""",""show_old_price_item"":"""",""show_author_item"":"""",""show_hits_item"":"""",""show_date_item"":"""",""show_publishdate_item"":"""",""items_show_cart_button_item"":"""",""show_intro_desc_item"":"""",""show_navigation"":"""",""related_items_columns"":"""",""related_items_count"":""""}",,"0000-00-00 00:00:00","2015-06-08 14:52:37",586,"0000-00-00 00:00:00","0000-00-00 00:00:00",PEDAL,,
